,required,required,optional,required,required,required,required,optional,required,repeated,repeated,required,repeated,required,repeated,required
,1001143,暗渊战魂,0,0,1,6,1,0,1001143,,1003501;1003502;1003503;1003504,"0,1,2,3",0,"3,1,2;1,0,2,3;2,0,1,3",0,0
,1001144,禁咒巫使,0,2,1,6,1,41,1001144,1031,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3",0,0
,1001145,游魂侍灵,0,2,1,6,2,1,1001145,,900101;900102;900103;900104,"2,1,3;0,1,1",0,"0,1,2;0,2,1,3;0,1,1",0,0
,1001146,巫蛊蔷薇,0,1,1,4,1,0,1001146,1031,1002201;1002202;1002203,"0,1,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
,1001147,戈壁苍蝎,0,1,1,2,1,0,1001147,1061;1021,1002701;1002702;1002703,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
,1001148,怒海鲸魂,0,1,1,6,1,0,1001148,1021,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
,1001149,叛逃骑士,0,1,1,4,1,0,1001149,,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
,1001150,梦魇博士,0,1,1,4,1,0,1001150,1021,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,2",0,0
,1001151,盲眼黑巫,0,0,1,6,2,1,1001151,1031,1005801;1005802,"0,0,1",0,"0,0,1",0,0
,1001152,血赤骸虫,0,0,1,2,1,0,1001152,,1005501;1005502,"0,0,1",0,"0,0,1",0,0
,1001153,深海影鲛,0,0,1,5,1,0,1001153,,1004701;1004702,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0;0,1,0;1,0,1",0,0
,1001154,裂谷山鹰,0,1,1,1,1,0,1001154,1051,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
檐鬼·克隆体,1001155,檐鬼·克隆体,0,0,1,6,2,1,1001155,,10601;10602;10603;10604;10605;10606;10607,"0,2,3,4,6",0,"0,2,4;1,3,6",0,0
夜崎隐·克隆体,1001156,夜崎隐·克隆体,0,0,1,6,1,1,1001156,,10701;10702;10703;10704;10705;10706;10707,"0,2,3,4,6",0,"0,2,4;1,3,6",0,0
乔伊·克隆体,1001157,乔伊·克隆体,0,0,1,6,1,1,1001157,,40101;40102;40103;40104;40105;40106;40107,"0,2,3,4,6",0,"0,2,4;1,3,6",0,0
克隆·克隆体,1001158,克隆·克隆体,0,0,1,4,1,1,1001158,,10301;10302;10303;10304;10305;10306;10307,"0,2,3,4,6",0,"0,2,4;1,3,6",0,0
檐鬼·克隆体,1001159,檐鬼·克隆体,0,0,1,6,2,1,1001159,,10601;10602;10603;10604;10605;10606;10607,"0,2,3,4,6",0,"0,2,4;1,3,6",0,0
夜崎隐·克隆体,1001160,夜崎隐·克隆体,0,0,1,6,1,1,1001160,,10701;10702;10703;10704;10705;10706;10707,"0,2,3,4,6",0,"0,2,4;1,3,6",0,0
乔伊·克隆体,1001161,乔伊·克隆体,0,0,1,6,1,1,1001161,,40101;40102;40103;40104;40105;40106;40107,"0,2,3,4,6",0,"0,2,4;1,3,6",0,0
克隆·克隆体,1001162,克隆·克隆体,0,0,1,4,1,1,1001162,,10301;10302;10303;10304;10305;10306;10307,"0,2,3,4,6",0,"0,2,4;1,3,6",0,0
檐鬼·克隆体,1001163,檐鬼·克隆体,0,0,1,6,2,1,1001163,,10601;10602;10603;10604;10605;10606;10607,"0,2,3,4,6",0,"0,2,4;1,3,6",0,0
夜崎隐·克隆体,1001164,夜崎隐·克隆体,0,0,1,6,1,1,1001164,,10701;10702;10703;10704;10705;10706;10707,"0,2,3,4,6",0,"0,2,4;1,3,6",0,0
乔伊·克隆体,1001165,乔伊·克隆体,0,0,1,6,1,1,1001165,,40101;40102;40103;40104;40105;40106;40107,"0,2,3,4,6",0,"0,2,4;1,3,6",0,0
克隆·克隆体,1001166,克隆·克隆体,0,0,1,4,1,1,1001166,,10301;10302;10303;10304;10305;10306;10307,"0,2,3,4,6",0,"0,2,4;1,3,6",0,0
檐鬼·克隆体,1001167,檐鬼·克隆体,0,0,1,6,2,1,1001167,,10601;10602;10603;10604;10605;10606;10607,"0,2,3,4,6",0,"0,2,4;1,3,6",0,0
夜崎隐·克隆体,1001168,夜崎隐·克隆体,0,0,1,6,1,1,1001168,,10701;10702;10703;10704;10705;10706;10707,"0,2,3,4,6",0,"0,2,4;1,3,6",0,0
乔伊·克隆体,1001169,乔伊·克隆体,0,0,1,6,1,1,1001169,,40101;40102;40103;40104;40105;40106;40107,"0,2,3,4,6",0,"0,2,4;1,3,6",0,0
克隆·克隆体,1001170,克隆·克隆体,0,0,1,4,1,1,1001170,,10301;10302;10303;10304;10305;10306;10307,"0,2,3,4,6",0,"0,2,4;1,3,6",0,0
小石头人,2000011,小石头人,0,0,1,5,1,0,2000011,1011,1001701;1001702,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
鱼妖,2000021,鱼妖,0,0,1,5,1,0,2000011,1021,1002801;1002802,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0;0,1,0;1,0,1",0,0
鱼妖,2000022,鱼妖,0,0,1,5,1,0,2000011,1021,1002801;1002802,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0;0,1,0;1,0,1",0,0
鱼妖,2000031,鱼妖,0,0,1,5,1,0,2000011,1021,1002801;1002802,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0;0,1,0;1,0,1",0,0
鱼妖,2000041,鱼妖,0,0,1,5,1,0,2000011,1021,1002801;1002802,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0;0,1,0;1,0,1",0,0
鹿角兽,2000051,鹿角兽,0,0,1,1,1,0,2000011,,1000601;1000602,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
小石头人,2000061,小石头人,0,0,1,5,1,0,2000011,1011,1001701;1001702,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
普通盗贼,2000071,普通盗贼,0,0,1,4,1,0,2000011,,1000101;1000102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
鹿角兽队长,2000081,鹿角兽队长,0,1,1,1,1,0,2000011,,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
草原游侠,2000091,草原游侠,0,0,1,4,1,0,2000011,,1000301;1000302,"0,0,1",0,"0,0,1",0,0
普通盗贼,2000101,普通盗贼,0,0,1,4,1,0,2000011,,1000101;1000102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
普通盗贼,2000102,普通盗贼,0,0,1,4,1,0,2000011,,1000101;1000102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
普通盗贼,2000103,普通盗贼,0,0,1,4,1,0,2000011,,1000101;1000102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
金钱哥布林,2000111,金钱哥布林,0,0,1,5,1,0,2000011,,1000501;1000502,"0,1,1",0,"0,1;0,1,1",0,0
草原游侠,2000121,草原游侠,0,0,1,4,1,0,2000011,,1000301;1000302,"0,0,1",0,"0,0,1",0,0
鹿角兽队长,2000131,鹿角兽队长,0,0,1,1,1,0,2000011,,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
金钱哥布林,2000141,金钱哥布林,0,0,1,5,1,0,2000011,,1000501;1000502,"0,1,1",0,"0,1;0,1,1",0,0
鹿角兽,2000151,鹿角兽,0,0,1,1,1,0,2000011,,1000601;1000602,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
鹿角兽,2000161,鹿角兽,0,0,1,1,1,0,2000011,,1000601;1000602,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
鹿角兽,2000162,鹿角兽,0,0,1,1,1,0,2000011,,1000601;1000602,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
鹿角兽,2000163,鹿角兽,0,0,1,1,1,0,2000011,,1000601;1000602,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
杀人蜂,2000171,杀人蜂,0,0,1,2,1,0,2000011,1051,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
杀人蜂,2000172,杀人蜂,0,0,1,2,1,0,2000011,1051,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
杀人蜂,2000173,杀人蜂,0,1,1,2,1,0,2000011,1051,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
部落精英战士,2000181,部落精英战士,0,1,1,4,1,0,2000011,1101,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
部落精英战士,2000182,部落精英战士,0,1,1,4,1,0,2000011,1101,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
部落精英战士,2000183,部落精英战士,0,0,1,4,1,0,2000011,1101,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
狼人战士,2000191,狼人战士,0,0,1,1,1,0,2000011,1111,1002301;1002302,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
狼人战士,2000201,狼人战士,0,0,1,1,1,0,2000011,1111,1002301;1002302,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
武装狼人,2000211,武装狼人,0,0,1,1,1,0,2000011,1111,1002601;1002602;1002603,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
武装狼人,2000221,武装熊人战士,0,0,1,1,1,0,2000011,1111,1002601;1002602;1002603,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
狼人战士,2000231,狼人战士,0,0,1,1,1,0,2000011,1111,1002301;1002302,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
部落战士,2000241,部落战士,0,0,1,4,1,0,2000011,1101,1000401;1000402,"0,1,0,1,0;1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
草原哥布林,2000251,草原哥布林,0,0,1,5,1,0,2000011,,1000701;1000702,"0,0,1",0,"0,0,1",0,0
草原哥布林,2000261,草原哥布林,0,0,1,5,1,0,2000011,,1000701;1000702,"0,0,1",0,"0,0,1",0,0
武装狼人,2000271,武装熊人战士,0,0,1,1,1,0,2000011,1111,1002601;1002602;1002603,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
武装狼人,2000281,武装熊人战士,0,0,1,1,1,0,2000011,1111,1002601;1002602;1002603,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
A型感染者,2000291,A型感染者,0,0,1,3,1,0,2000011,1311,1001901;1001902,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
A型感染者,2000301,A型感染者,0,0,1,3,1,0,2000011,1311,1001901;1001902,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
A型感染者,2000311,A型感染者,0,0,1,3,1,0,2000011,1311,1001901;1001902,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
A型感染者,2000321,A型感染者,0,0,1,3,1,0,2000011,1311,1001901;1001902,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
A型感染者,2000331,A型感染者,0,0,1,3,1,0,2000011,1311,1001901;1001902,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
A型感染者,2000341,A型感染者,0,0,1,3,1,0,2000011,1311,1001901;1001902,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
A型感染者,2000351,A型感染者,0,0,1,3,1,0,2000011,1311,1001901;1001902,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
小石头人,2001011,小石头人,0,0,1,5,1,0,2001011,1011,1001701;1001702,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
草原哥布林,2001012,草原哥布林,0,0,1,5,1,0,2001012,,1000701;1000702,"0,0,1",0,"0,0,1",0,0
鱼妖,2001021,鱼妖,0,0,1,5,1,0,2001021,1021,1002801;1002802,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0;0,1,0;1,0,1",0,0
鱼妖,2001031,鱼妖,0,0,1,5,1,0,2001031,1021,1002801;1002802,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0;0,1,0;1,0,1",0,0
狼人战士,2001032,狼人战士,0,0,1,1,1,0,2001032,1111,1002301;1002302,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
鱼妖,2001041,鱼妖,0,0,1,5,1,0,2001041,1021,1002801;1002802,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0;0,1,0;1,0,1",0,0
普通盗贼,2001042,普通盗贼,0,0,1,4,1,0,2001042,,1000101;1000102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
鹿角兽,2001051,鹿角兽,0,0,1,1,1,0,2001051,,1000601;1000602,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
金钱哥布林,2001052,金钱哥布林,0,0,1,5,1,0,2001052,,1000501;1000502,"0,1,1",0,"0,1;0,1,1",0,0
小石头人,2001061,小石头人,0,0,1,5,1,0,2001061,1011,1001701;1001702,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
普通盗贼,2001071,普通盗贼,0,0,1,4,1,0,2001071,,1000101;1000102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
鹿角兽队长,2001081,鹿角兽队长,0,1,1,1,1,0,2001081,,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
草原游侠,2001091,草原游侠,0,0,1,4,1,0,2001091,,1000301;1000302,"0,0,1",0,"0,0,1",0,0
杀人蜂,2001092,杀人蜂,0,0,1,2,1,0,2001092,1051,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
普通盗贼,2001101,普通盗贼,0,0,1,4,1,0,2001101,,1000101;1000102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
部落精英战士,2001102,部落精英战士,0,1,1,4,1,0,2001102,1101,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
狼人战士,2001103,狼人战士,0,0,1,1,1,0,2001103,1111,1002301;1002302,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
金钱哥布林,2001111,金钱哥布林,0,0,1,5,1,0,2001111,,1000501;1000502,"0,1,1",0,"0,1;0,1,1",0,0
草原游侠,2001121,草原游侠,0,0,1,4,1,0,2001121,,1000301;1000302,"0,0,1",0,"0,0,1",0,0
鹿角兽队长,2001131,鹿角兽队长,0,0,1,1,1,0,2001131,,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
山岭巨人,2001132,山岭巨人,0,0,1,5,1,0,2001132,1111;1011,1001401;1001402;1001403,"0,1,2",0,"0,1,0,1;2,0,1;0,1,0,1;0,1,2",0,0
金钱哥布林,2001141,金钱哥布林,0,0,1,5,1,0,2001141,,1000501;1000502,"0,1,1",0,"0,1;0,1,1",0,0
草原哥布林,2001142,草原哥布林,0,0,1,5,1,0,2001142,,1000701;1000702,"0,0,1",0,"0,0,1",0,0
鹿角兽,2001151,鹿角兽,0,0,1,1,1,0,2001151,,1000601;1000602,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
鹿角兽,2001161,鹿角兽,0,0,1,1,1,0,2001161,,1000601;1000602,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
杀人蜂,2001171,杀人蜂,0,0,1,2,1,0,2001171,1051,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
部落精英战士,2001181,部落精英战士,0,1,1,4,1,0,2001181,1101,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
部落战士,2001182,部落战士,0,0,1,4,1,0,2001182,1101,1000401;1000402,"0,1,0,1,0;1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
狼人战士,2001191,狼人战士,0,0,1,1,1,0,2001191,1111,1002301;1002302,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
狼人战士,2001201,狼人战士,0,0,1,1,1,0,2001201,1111,1002301;1002302,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
杀人蜂,2001202,杀人蜂,0,0,1,2,1,0,2001202,1051,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
武装狼人,2001211,狼人基德,101,0,1,1,1,1,2001211,1111;1151,1002601;1002602;1002603,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
金钱哥布林,2001212,金钱哥布林,0,0,1,5,1,0,2001212,,1000501;1000502,"0,1,1",0,"0,1;0,1,1",0,0
草原哥布林,2001213,草原哥布林,0,0,1,5,1,0,2001213,,1000701;1000702,"0,0,1",0,"0,0,1",0,0
山岭巨人,2001221,山岭巨人,0,0,1,5,1,0,2001221,1111;1011,1001401;1001402;1001403,"0,1,2",0,"0,1,0,1;2,0,1;0,1,0,1;0,1,2",0,0
狼人战士,2001231,狼人战士,0,0,1,1,1,0,2001231,1111,1002301;1002302,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
部落战士,2001241,部落战士,0,0,1,4,1,0,2001241,1101,1000401;1000402,"0,1,0,1,0;1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
狼人战士,2001242,狼人战士,0,0,1,1,1,0,2001242,1111,1002301;1002302,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
草原哥布林,2001251,草原哥布林,0,0,1,5,1,0,2001251,,1000701;1000702,"0,0,1",0,"0,0,1",0,0
贪婪,2001300,贪婪,0,0,1,6,1,0,3000101,,1003101;1003102;1003103,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
贪婪,2001301,贪婪变身,0,0,1,6,1,0,3000101,,1003110;1003111;1003112,"0,1,2;0,2",0,"0,0,1,2;0,2;0,1,2",0,0
鹿角兽,3000011,雷克兽士兵,0,0,1,1,1,0,3000011,,1000601;1000602,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
小石头人,3000012,小石头人,0,0,1,5,1,0,3000011,1011,1001701;1001702,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
杀人蜂,3000021,杀人蜂,0,0,1,2,1,0,3000021,1051,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
普通盗贼,3000022,普通盗贼,0,0,1,4,1,0,3000021,,1000101;1000102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
A型感染者,3000031,A型感染者,0,0,1,3,1,0,3000031,1311,1001901;1001902,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
鹿角兽队长,3000091,鹿角兽队长,0,1,1,1,1,0,3000091,,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
鹿角兽队长,3000101,雷克兽领主,0,2,1,1,1,0,3000101,,1002401;1002402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
嗜血战魂,9000011,卫兵,0,0,1,3,1,0,9000011,,5200301;5200302,"1,0,0,1;0,1,1",0,"0,1,1;1,0,0,1",0,0
鹿角兽,9000021,鹿角兽,0,0,1,1,1,0,9000021,,1000601;1000602,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
鹿角兽,9000022,鹿角兽,0,0,1,1,1,0,9000022,,1000601;1000602,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
,9000031,温丽,0,0,1,4,1,0,9000031,,20101;20102;20103;20104;20105;20106;20107,"0,2,3,4,6",0,"0,2,4;1,3,6",0,0
普通盗贼,9000041,普通盗贼,0,0,1,4,1,0,9000041,,1000101;1000102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
金钱哥布林,9000045,哥布林德雷克,0,0,1,5,1,27,9000045,,1000501;1000502,"0,1,1",0,"0,1;0,1,1",0,0
部落战士,9000056,丛林偷猎者,103,0,1,4,1,1,9000056,1101,1000401;1000402,"0,1,0,1,0;1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
普通盗贼,9000057,盗贼奸细,101,1,1,4,1,1,9000057,,1000301;1000302,"0,0,1",0,"0,0,1",0,0
杀人蜂,9000058,丛林开膛手,203,1,1,2,1,1,9000058,1051,1002501;1002502;1002503,"0,1,0,2;1,0,1,2",0,"0,1,2;1,0,1,0,2;0,1,1;1,0,1,2",0,0
大鱼妖,9000059,怒海鱼妖,0,0,1,5,1,0,9000059,1021,1002001;1002002;1002003,"0,1,2",0,"0,1,0,2;0,1,2;0,2,1,2;0,1,2",0,0
鹿角兽,9000060,鹿角兽,0,0,1,1,1,0,9000060,,1000601;1000602,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
熊人战士,9000061,暴熊战士,0,0,1,1,1,0,9000061,1111,1001801;1001802,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000062,铠甲幽灵布劳,0,0,1,3,1,29,9000062,1141,5200201;5200202,"0,0,1",0,"0,0,1",0,0
,9000063,驭魂法师拜诺,0,0,1,3,1,29,9000063,,1001301;1001302;1001303,"0,1,0,2;1,0,1",0,"0,1,0;1,2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
战魂之灵,9000064,战魂重骑贝基,0,0,1,3,1,0,9000064,,5200101;5200102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000065,弑魂领主索尔,0,1,1,3,1,30,9000065,1012,5200301;5200302,"0,0,1;0,0,1,1",0,"0,0;0,0,1;0,0;0,0,1,1",0,0
狂化阿噗,9000066,血魔腐蚀者,0,1,1,6,1,23,9000066,1021,1003301;1003302;1003303,"0,1,2;0,1,2",0,"0,1,1;1,0,1,2",0,0
狼人战士,9000067,泪目狼人,0,0,1,1,1,0,1000111,1111,1002301;1002302,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
先驱者一号,9000068,先驱者1号,0,0,1,7,1,18,9000068,1021,1001601;1001602;1001603,"0,1,2",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
熊人战士,9000069,熊人战士,0,0,1,1,1,9,10018,,1001801;1001802,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
部落战士,9000070,劫匪,0,0,1,4,1,15,9000070,,1000201;1000202,"0,1,0,1,0;1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
边陲沙狐,9000071,边陲沙狐,0,0,0,5,1,34,9000071,1101,1004101;1004102,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
魔脊半人鱼,9000072,魔脊半人鱼,0,1,0,5,1,35,9000072,1071;1101,1004701;1004702,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0;0,1,0;1,0,1",0,0
阔斧鹿角兽,9000073,阔斧鹿角兽,0,0,0,1,1,35,9000073,1221,1003401;1003402,"0,1,0;1,0,1,0",0,"1,0,1,0,1;0,1,1;0,1,0,1;1,0,1",0,0
深渊领主,9000074,深渊领主,0,0,1,6,1,22,9000074,,1003301;1003302;1003303,"0,1,2,0,1,2",0,"0,1,2,0,1,2",0,0
,9000075,怒蝎统领强森,0,1,1,2,1,29,9000075,1341,1002701;1002702;1002703,"0,1,2;0,0,1,2",0,"0,1,1;0,1,2",0,0
大哥布林,9000077,武装哥布林,0,0,1,5,1,16,9000077,,1002901;1002902;1002903,"0,1,2;1,0,1",0,"1,0,1;0,1,2;1,0,1;1,0,1;2,0,1;1,0,1",0,0
戈壁火狐,9000078,戈壁火狐,0,0,1,5,1,32,9000078,,1005301;1005302,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
魔化毒角兽,9000079,魔化毒角兽,0,0,1,6,1,32,9000079,,1003301;1003302;1003303,"0,1,2;0,0,2",0,"0,1,2;1,0,1,0,2",0,0
魅魔,9000085,魅魔,0,1,2,6,2,33,9000085,1031,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3",0,0
,9000086,不死者安妮特,0,0,2,3,1,40,9000086,1091,1004501;1004502,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000087,魔脊半鱼人,0,0,1,5,1,40,9000087,1071;1101,1004701;1004702,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0;0,1,0;1,0,1",0,0
,9000088,晶石暴熊,0,0,1,1,1,40,9000088,1011;1331,1004901;1004902,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
,9000089,加林儿子,0,1,1,3,1,40,9000089,1091,1004501;1004502,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000090,不死者,0,0,1,3,1,41,9000090,1091,1004501;1004502,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
A型感染者,9000093,A型感染者,104,0,1,3,1,1,9000093,,1001901;1001902,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
,9000094,狐克斯,102,0,1,5,1,1,9000094,,1000801;1000802,"0,0,1;0,0,1",0,"0,0,1;0,0,1",0,0
亡魂死徒,9000095,亡魂死徒,102,0,1,3,1,1,9000095,,5200101;5200102,"0,1,0;1,0,1,0",0,"0,1;1,0,1,0,1;0,1,0;1,0,1",0,0
亡魂死士,9000096,亡魂死士,101,0,1,3,1,1,9000096,,5200201;5200202,"0,0,1",0,"0,0,1",0,0
草原哥布林,9000098,黑袍哥布林,102,0,1,5,1,1,9000098,,1000701;1000702,"0,0,1",0,"0,0,1",0,0
