,required,required,optional,optional,optional,optional,optional,optional,optional,repeated,repeated,optional,repeated,optional,repeated,optional
,1001490,绝世舞姬,0,2,1,4,1,60,1001490,3010,1002201;1002202;1002203,"0,0",0,"0,0",0,0
,1001491,绿林花妖,0,2,1,5,2,60,1001491,3010,500001;500002;500003,"0,0",0,"0,0",0,0
,1001492,恶魔修帝,0,2,1,6,2,60,1001492,3010,900201;900202;900203;900204,"0,0",0,"0,0",0,0
,1001493,白袍法师,0,2,1,0,1,60,1001493,3010,5200901;5200902;5200903,"0,0",0,"0,0",0,0
,1001494,大女巫,0,2,1,6,2,60,1001494,3010,1005701;1005702;1005703;1005704,"0,0",0,"0,0",0,0
,1001495,默希娅,0,2,1,6,2,60,1001495,3010,1003701;1003702;1003703;1003704,"0,0",0,"0,0",0,0
,1001496,亚兹莫,0,2,2,6,1,60,1001496,3010,900401;900402;900403;900404,"0,0",0,"0,0",0,0
,1001497,蜘蛛女王,0,2,2,6,1,60,1001497,3010,900301;900302;900303;900304,"0,0",0,"0,0",0,0
,1001498,愤怒,0,2,1,6,2,60,1001498,3010,900001;900002;900003;900004,"0,0",0,"0,0",0,0
,1001499,部落精英战士,0,2,1,4,1,65,1001499,3010,1000201;1000202;1000203,"0,0",0,"0,0",0,0
,1001500,金钱哥布林,0,2,1,5,1,65,1001500,3010,1000501;1000502;1000503,"0,0",0,"0,0",0,0
,1001501,阿噗,0,2,1,5,1,65,1001501,3010,1000801;1000802;1000803,"0,0",0,"0,0",0,0
,1001502,草原蝎子,0,2,1,2,2,65,1001502,3010,1001001;1001002,"0,0",0,"0,0",0,0
,1001503,武装熊人战士,0,2,1,1,1,65,1001503,3010,1001501;1001502;1001503,"0,0",0,"0,0",0,0
,1001504,小石头人,0,2,1,5,1,65,1001504,3010,1001701;1001702,"0,0",0,"0,0",0,0
,1001505,大鱼妖,0,2,1,5,2,65,1001505,3010,1002001;1002002;1002003,"0,0",0,"0,0",0,0
,1001506,狼人战士,0,2,1,1,1,65,1001506,3010,1002301;1002302;1002303,"0,0",0,"0,0",0,0
,1001507,荒原女巫,0,2,1,6,2,65,1001507,3010,1005401;1005402;1005403,"0,0",0,"0,0",0,0
,1001508,受惊的僵尸,0,2,1,3,2,65,1001508,3010,1004501;1004502,"0,0",0,"0,0",0,0
,1001509,女巫仆从,0,2,1,6,2,65,1001509,3010,1005801;1005802,"0,0",0,"0,0",0,0
,1001510,僵尸老婆,0,2,1,3,2,65,1001510,3010,1004001;1004002,"0,0",0,"0,0",0,0
,1001511,鹿角兽祭司,0,2,1,1,2,65,1001511,3010,500401;500402;500403,"0,0",0,"0,0",0,0
,1001512,嗜血战魂,0,2,1,3,1,65,1001512,3010,5200301;5200302,"0,0",0,"0,0",0,0
,1001513,黑色荆棘,0,2,1,4,1,65,1001513,3010,1002101;1002102;1002103,"0,0",0,"0,0",0,0
,1001514,荒原女巫,0,2,1,6,2,65,1001514,3010,1005401;1005402;1005403,"0,0",0,"0,0",0,0
,1001515,尼格斯,0,2,1,6,2,65,1001515,3010,900101;900102;900103;900104,"0,0",0,"0,0",0,0
,1001516,暗黑战魂,0,2,1,3,1,65,1001516,3010,5200801;5200802;5200803,"0,0",0,"0,0",0,0
,1001517,绝世舞姬,0,2,1,4,1,65,1001517,3010,1002201;1002202;1002203,"0,0",0,"0,0",0,0
,1001518,绿林花妖,0,2,1,5,2,65,1001518,3010,500001;500002;500003,"0,0",0,"0,0",0,0
,1001519,恶魔修帝,0,2,1,6,2,65,1001519,3010,900201;900202;900203;900204,"0,0",0,"0,0",0,0
,1001520,白袍法师,0,2,1,0,1,65,1001520,3010,5200901;5200902;5200903,"0,0",0,"0,0",0,0
,1001521,大女巫,0,2,1,6,2,65,1001521,3010,1005701;1005702;1005703;1005704,"0,0",0,"0,0",0,0
,1001522,默希娅,0,2,1,6,2,65,1001522,3010,1003701;1003702;1003703;1003704,"0,0",0,"0,0",0,0
,1001523,亚兹莫,0,2,2,6,1,65,1001523,3010,900401;900402;900403;900404,"0,0",0,"0,0",0,0
,1001524,蜘蛛女王,0,2,2,6,1,65,1001524,3010,900301;900302;900303;900304,"0,0",0,"0,0",0,0
,1001525,愤怒,0,2,1,6,2,65,1001525,3010,900001;900002;900003;900004,"0,0",0,"0,0",0,0
,1001526,部落精英战士,0,2,1,4,1,70,1001526,3010,1000201;1000202;1000203,"0,0",0,"0,0",0,0
,1001527,金钱哥布林,0,2,1,5,1,70,1001527,3010,1000501;1000502;1000503,"0,0",0,"0,0",0,0
,1001528,阿噗,0,2,1,5,1,70,1001528,3010,1000801;1000802;1000803,"0,0",0,"0,0",0,0
,1001529,草原蝎子,0,2,1,2,2,70,1001529,3010,1001001;1001002,"0,0",0,"0,0",0,0
,1001530,武装熊人战士,0,2,1,1,1,70,1001530,3010,1001501;1001502;1001503,"0,0",0,"0,0",0,0
,1001531,小石头人,0,2,1,5,1,70,1001531,3010,1001701;1001702,"0,0",0,"0,0",0,0
,1001532,大鱼妖,0,2,1,5,2,70,1001532,3010,1002001;1002002;1002003,"0,0",0,"0,0",0,0
,1001533,狼人战士,0,2,1,1,1,70,1001533,3010,1002301;1002302;1002303,"0,0",0,"0,0",0,0
,1001534,荒原女巫,0,2,1,6,2,70,1001534,3010,1005401;1005402;1005403,"0,0",0,"0,0",0,0
,1001535,受惊的僵尸,0,2,1,3,2,70,1001535,3010,1004501;1004502,"0,0",0,"0,0",0,0
,1001536,女巫仆从,0,2,1,6,2,70,1001536,3010,1005801;1005802,"0,0",0,"0,0",0,0
,1001537,僵尸老婆,0,2,1,3,2,70,1001537,3010,1004001;1004002,"0,0",0,"0,0",0,0
,1001538,鹿角兽祭司,0,2,1,1,2,70,1001538,3010,500401;500402;500403,"0,0",0,"0,0",0,0
,1001539,嗜血战魂,0,2,1,3,1,70,1001539,3010,5200301;5200302,"0,0",0,"0,0",0,0
,1001540,黑色荆棘,0,2,1,4,1,70,1001540,3010,1002101;1002102;1002103,"0,0",0,"0,0",0,0
,1001541,荒原女巫,0,2,1,6,2,70,1001541,3010,1005401;1005402;1005403,"0,0",0,"0,0",0,0
,1001542,尼格斯,0,2,1,6,2,70,1001542,3010,900101;900102;900103;900104,"0,0",0,"0,0",0,0
,1001543,暗黑战魂,0,2,1,3,1,70,1001543,3010,5200801;5200802;5200803,"0,0",0,"0,0",0,0
,1001544,绝世舞姬,0,2,1,4,1,70,1001544,3010,1002201;1002202;1002203,"0,0",0,"0,0",0,0
,1001545,绿林花妖,0,2,1,5,2,70,1001545,3010,500001;500002;500003,"0,0",0,"0,0",0,0
,1001546,恶魔修帝,0,2,1,6,2,70,1001546,3010,900201;900202;900203;900204,"0,0",0,"0,0",0,0
,1001547,白袍法师,0,2,1,0,1,70,1001547,3010,5200901;5200902;5200903,"0,0",0,"0,0",0,0
,1001548,大女巫,0,2,1,6,2,70,1001548,3010,1005701;1005702;1005703;1005704,"0,0",0,"0,0",0,0
,1001549,默希娅,0,2,1,6,2,70,1001549,3010,1003701;1003702;1003703;1003704,"0,0",0,"0,0",0,0
,1001550,亚兹莫,0,2,2,6,1,70,1001550,3010,900401;900402;900403;900404,"0,0",0,"0,0",0,0
,1001551,蜘蛛女王,0,2,2,6,1,70,1001551,3010,900301;900302;900303;900304,"0,0",0,"0,0",0,0
,1001552,愤怒,0,2,1,6,2,70,1001552,3010,900001;900002;900003;900004,"0,0",0,"0,0",0,0
,1001553,部落精英战士,0,2,1,4,1,75,1001553,3010,1000201;1000202;1000203,"0,0",0,"0,0",0,0
,1001554,金钱哥布林,0,2,1,5,1,75,1001554,3010,1000501;1000502;1000503,"0,0",0,"0,0",0,0
,1001555,阿噗,0,2,1,5,1,75,1001555,3010,1000801;1000802;1000803,"0,0",0,"0,0",0,0
,1001556,草原蝎子,0,2,1,2,2,75,1001556,3010,1001001;1001002,"0,0",0,"0,0",0,0
,1001557,武装熊人战士,0,2,1,1,1,75,1001557,3010,1001501;1001502;1001503,"0,0",0,"0,0",0,0
,1001558,小石头人,0,2,1,5,1,75,1001558,3010,1001701;1001702,"0,0",0,"0,0",0,0
,1001559,大鱼妖,0,2,1,5,2,75,1001559,3010,1002001;1002002;1002003,"0,0",0,"0,0",0,0
,1001560,狼人战士,0,2,1,1,1,75,1001560,3010,1002301;1002302;1002303,"0,0",0,"0,0",0,0
,1001561,荒原女巫,0,2,1,6,2,75,1001561,3010,1005401;1005402;1005403,"0,0",0,"0,0",0,0
,1001562,受惊的僵尸,0,2,1,3,2,75,1001562,3010,1004501;1004502,"0,0",0,"0,0",0,0
,1001563,女巫仆从,0,2,1,6,2,75,1001563,3010,1005801;1005802,"0,0",0,"0,0",0,0
,1001564,僵尸老婆,0,2,1,3,2,75,1001564,3010,1004001;1004002,"0,0",0,"0,0",0,0
,1001565,鹿角兽祭司,0,2,1,1,2,75,1001565,3010,500401;500402;500403,"0,0",0,"0,0",0,0
,1001566,嗜血战魂,0,2,1,3,1,75,1001566,3010,5200301;5200302,"0,0",0,"0,0",0,0
,1001567,黑色荆棘,0,2,1,4,1,75,1001567,3010,1002101;1002102;1002103,"0,0",0,"0,0",0,0
,1001568,荒原女巫,0,2,1,6,2,75,1001568,3010,1005401;1005402;1005403,"0,0",0,"0,0",0,0
,1001569,尼格斯,0,2,1,6,2,75,1001569,3010,900101;900102;900103;900104,"0,0",0,"0,0",0,0
,1001570,暗黑战魂,0,2,1,3,1,75,1001570,3010,5200801;5200802;5200803,"0,0",0,"0,0",0,0
,1001571,绝世舞姬,0,2,1,4,1,75,1001571,3010,1002201;1002202;1002203,"0,0",0,"0,0",0,0
,1001572,绿林花妖,0,2,1,5,2,75,1001572,3010,500001;500002;500003,"0,0",0,"0,0",0,0
,1001573,恶魔修帝,0,2,1,6,2,75,1001573,3010,900201;900202;900203;900204,"0,0",0,"0,0",0,0
,1001574,白袍法师,0,2,1,0,1,75,1001574,3010,5200901;5200902;5200903,"0,0",0,"0,0",0,0
,1001575,大女巫,0,2,1,6,2,75,1001575,3010,1005701;1005702;1005703;1005704,"0,0",0,"0,0",0,0
,1001576,默希娅,0,2,1,6,2,75,1001576,3010,1003701;1003702;1003703;1003704,"0,0",0,"0,0",0,0
,1001577,亚兹莫,0,2,2,6,1,75,1001577,3010,900401;900402;900403;900404,"0,0",0,"0,0",0,0
,1001578,蜘蛛女王,0,2,2,6,1,75,1001578,3010,900301;900302;900303;900304,"0,0",0,"0,0",0,0
,1001579,愤怒,0,2,1,6,2,75,1001579,3010,900001;900002;900003;900004,"0,0",0,"0,0",0,0
,1001580,部落精英战士,0,2,1,4,1,80,1001580,3010,1000201;1000202;1000203,"0,0",0,"0,0",0,0
,1001581,金钱哥布林,0,2,1,5,1,80,1001581,3010,1000501;1000502;1000503,"0,0",0,"0,0",0,0
,1001582,阿噗,0,2,1,5,1,80,1001582,3010,1000801;1000802;1000803,"0,0",0,"0,0",0,0
,1001583,草原蝎子,0,2,1,2,2,80,1001583,3010,1001001;1001002,"0,0",0,"0,0",0,0
,1001584,武装熊人战士,0,2,1,1,1,80,1001584,3010,1001501;1001502;1001503,"0,0",0,"0,0",0,0
,1001585,小石头人,0,2,1,5,1,80,1001585,3010,1001701;1001702,"0,0",0,"0,0",0,0
,1001586,大鱼妖,0,2,1,5,2,80,1001586,3010,1002001;1002002;1002003,"0,0",0,"0,0",0,0
,1001587,狼人战士,0,2,1,1,1,80,1001587,3010,1002301;1002302;1002303,"0,0",0,"0,0",0,0
,1001588,荒原女巫,0,2,1,6,2,80,1001588,3010,1005401;1005402;1005403,"0,0",0,"0,0",0,0
,1001589,受惊的僵尸,0,2,1,3,2,80,1001589,3010,1004501;1004502,"0,0",0,"0,0",0,0
,1001590,女巫仆从,0,2,1,6,2,80,1001590,3010,1005801;1005802,"0,0",0,"0,0",0,0
,1001591,僵尸老婆,0,2,1,3,2,80,1001591,3010,1004001;1004002,"0,0",0,"0,0",0,0
,1001592,鹿角兽祭司,0,2,1,1,2,80,1001592,3010,500401;500402;500403,"0,0",0,"0,0",0,0
,1001593,嗜血战魂,0,2,1,3,1,80,1001593,3010,5200301;5200302,"0,0",0,"0,0",0,0
,1001594,黑色荆棘,0,2,1,4,1,80,1001594,3010,1002101;1002102;1002103,"0,0",0,"0,0",0,0
,1001595,荒原女巫,0,2,1,6,2,80,1001595,3010,1005401;1005402;1005403,"0,0",0,"0,0",0,0
,1001596,尼格斯,0,2,1,6,2,80,1001596,3010,900101;900102;900103;900104,"0,0",0,"0,0",0,0
,1001597,暗黑战魂,0,2,1,3,1,80,1001597,3010,5200801;5200802;5200803,"0,0",0,"0,0",0,0
,1001598,绝世舞姬,0,2,1,4,1,80,1001598,3010,1002201;1002202;1002203,"0,0",0,"0,0",0,0
,1001599,绿林花妖,0,2,1,5,2,80,1001599,3010,500001;500002;500003,"0,0",0,"0,0",0,0
,1001600,恶魔修帝,0,2,1,6,2,80,1001600,3010,900201;900202;900203;900204,"0,0",0,"0,0",0,0
,1001601,白袍法师,0,2,1,0,1,80,1001601,3010,5200901;5200902;5200903,"0,0",0,"0,0",0,0
,1001602,大女巫,0,2,1,6,2,80,1001602,3010,1005701;1005702;1005703;1005704,"0,0",0,"0,0",0,0
,1001603,默希娅,0,2,1,6,2,80,1001603,3010,1003701;1003702;1003703;1003704,"0,0",0,"0,0",0,0
,1001604,亚兹莫,0,2,2,6,1,80,1001604,3010,900401;900402;900403;900404,"0,0",0,"0,0",0,0
,1001605,蜘蛛女王,0,2,2,6,1,80,1001605,3010,900301;900302;900303;900304,"0,0",0,"0,0",0,0
,1001606,愤怒,0,2,1,6,2,80,1001606,3010,900001;900002;900003;900004,"0,0",0,"0,0",0,0
,1001608,檐鬼,0,2,1,6,2,25,1001608,3010,10601;10602;10603;10604;10605;10606;10607,"0,0",0,"0,0",0,0
,1001609,摩尼耶,0,2,1,4,1,25,1001609,3010,5201301;5201302;5201303,"0,0",0,"0,0",0,0
,1001610,默希娅,0,2,1,6,2,30,1001610,3010,1003701;1003702;1003703;1003704,"0,0",0,"0,0",0,0
,1001611,萨米尔,0,2,1,6,1,30,1001611,3010,1003501;1003502;1003503;1003504,"0,0",0,"0,0",0,0
,1001612,夜崎隐,0,2,1,6,1,35,1001612,3010,10701;10702;10703;10704;10705;10706;10707,"0,0",0,"0,0",0,0
,1001613,乔伊,0,2,1,6,1,35,1001613,3010,40101;40102;40103;40104;40105;40106;40107,"0,0",0,"0,0",0,0
,1001614,檐鬼,0,2,1,6,2,40,1001614,3010,10601;10602;10603;10604;10605;10606;10607,"0,0",0,"0,0",0,0
,1001615,摩尼耶,0,2,1,4,1,40,1001615,3010,5201301;5201302;5201303,"0,0",0,"0,0",0,0
,1001616,默希娅,0,2,1,6,2,45,1001616,3010,1003701;1003702;1003703;1003704,"0,0",0,"0,0",0,0
,1001617,萨米尔,0,2,1,6,1,45,1001617,3010,1003501;1003502;1003503;1003504,"0,0",0,"0,0",0,0
,1001618,夜崎隐,0,2,1,6,1,50,1001618,3010,10701;10702;10703;10704;10705;10706;10707,"0,0",0,"0,0",0,0
,1001619,乔伊,0,2,1,6,1,50,1001619,3010,40101;40102;40103;40104;40105;40106;40107,"0,0",0,"0,0",0,0
,1001620,檐鬼,0,2,1,6,2,55,1001620,3010,10601;10602;10603;10604;10605;10606;10607,"0,0",0,"0,0",0,0
,1001621,摩尼耶,0,2,1,4,1,55,1001621,3010,5201301;5201302;5201303,"0,0",0,"0,0",0,0
,1001622,默希娅,0,2,1,6,2,60,1001622,3010,1003701;1003702;1003703;1003704,"0,0",0,"0,0",0,0
,1001623,萨米尔,0,2,1,6,1,60,1001623,3010,1003501;1003502;1003503;1003504,"0,0",0,"0,0",0,0
,1001624,夜崎隐,0,2,1,6,1,65,1001624,3010,10701;10702;10703;10704;10705;10706;10707,"0,0",0,"0,0",0,0
,1001625,乔伊,0,2,1,6,1,65,1001625,3010,40101;40102;40103;40104;40105;40106;40107,"0,0",0,"0,0",0,0
,1001626,檐鬼,0,2,1,6,2,70,1001626,3010,10601;10602;10603;10604;10605;10606;10607,"0,0",0,"0,0",0,0
,1001627,摩尼耶,0,2,1,4,1,70,1001627,3010,5201301;5201302;5201303,"0,0",0,"0,0",0,0
,1001628,默希娅,0,2,1,6,2,75,1001628,3010,1003701;1003702;1003703;1003704,"0,0",0,"0,0",0,0
,1001629,萨米尔,0,2,1,6,1,75,1001629,3010,1003501;1003502;1003503;1003504,"0,0",0,"0,0",0,0
,1001630,夜崎隐,0,2,1,6,1,80,1001630,3010,10701;10702;10703;10704;10705;10706;10707,"0,0",0,"0,0",0,0
,1001631,乔伊,0,2,1,6,1,80,1001631,3010,40101;40102;40103;40104;40105;40106;40107,"0,0",0,"0,0",0,0
,1001632,禁锢黯魂,0,2,1,3,1,35,1001632,,5200801;5200802;5200803,"1,0;0,0,2",0,"0,1;0,0,2;0,1;1,2,2;0",0,0
,1001633,兰奇,0,1,1,4,1,60,1001633,,1003001;1003002;1003003;1003004;1003005;1003006,"0,3;0,1,2,3",0,"0,1,2;1,2,3;0,1,2;0,3",0,0
,1001634,感染者,0,0,1,3,2,80,1001634,1608,1001901;1001902,"1,0,1;1,0,0",0,"1,0,1;1,0,0",0,0
,1001635,感染者,0,0,1,3,2,80,1001635,1608,1004001;1004002,"1,0,1;1,0,0",0,"1,0,1;1,0,0",0,0
,1001636,机械石像,0,2,1,6,2,80,1001636,,5202201;5202202;5202203;5202204,"0,1,2,3;1,0,2",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1001637,机械石像,0,2,1,6,2,80,1001637,,5202201;5202202;5202203;5202204,"0,1,2,3;1,0,2",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1001638,感染者,0,0,1,3,2,80,1001638,1608,1001901;1001902,"1,0,1;1,0,0",0,"1,0,1;1,0,0",0,0
,1001639,感染者,0,0,1,3,2,80,1001639,1608,1004001;1004002,"1,0,1;1,0,0",0,"1,0,1;1,0,0",0,0
,1001640,鱼妖,0,0,1,5,2,80,1001640,,1002801;1002802;1002803,"1,0;0,1,0,2",0,"0,0,1;0,0,1;1,2,1,0",0,0
,1001641,鱼妖,0,0,1,5,2,80,1001641,,1002801;1002802;1002803,"1,0;0,1,0,2",0,"0,0,1;0,0,1;1,2,1,0",0,0
,1001642,要塞守卫官,0,0,1,4,1,80,1001642,,1005001;1005002;1005003,"0,2;1,0,1,0;1,0,1,2",0,"0,2;1,0,1,0;1,2",0,0
,1001643,要塞守卫官,0,0,1,4,1,80,1001643,,1005001;1005002;1005003,"0,2;1,0,1,0;1,0,1,2",0,"0,2;1,0,1,0;1,2",0,0
迪罗赞,1001644,迪罗赞,0,0,1,6,1,80,1001644,,11101;11102;11103;11104;11105;11106;11107,"0,2,3,4,4,6;1,2,4,4,6",0,"0,2,3,4,4,6;1,2,4,4,6",0,0
迪罗赞,1001645,迪罗赞,0,0,1,6,1,80,1001645,,11101;11102;11103;11104;11105;11106;11107,"0,2,3,4,4,6;1,2,4,4,6",0,"0,2,3,4,4,6;1,2,4,4,6",0,0
迪罗赞,1001646,迪罗赞,0,0,1,6,1,80,1001646,,11101;11102;11103;11104;11105;11106;11107,"0,2,3,4,4,6;1,2,4,4,6",0,"0,2,3,4,4,6;1,2,4,4,6",0,0
纳塔娜,1001647,纳塔娜,0,0,2,4,2,80,1001647,,11301;11302;11303;11304;11305;11306;11307,"0,2,3,4,6",0,"0,2,3,4;1,3,5,6;0,2,3,4,6",0,0
纳塔娜,1001648,纳塔娜,0,0,2,4,2,80,1001648,,11301;11302;11303;11304;11305;11306;11307,"0,2,3,4,6",0,"0,2,3,4;1,3,5,6;0,2,3,4,6",0,0
纳塔娜,1001649,纳塔娜,0,0,2,4,2,80,1001649,,11301;11302;11303;11304;11305;11306;11307,"0,2,3,4,6",0,"0,2,3,4;1,3,5,6;0,2,3,4,6",0,0
萨米尔,1001650,萨米尔,0,0,1,6,1,80,1001650,,11401;11402;11403;11404;11405;11406;11407,"0,2,3,4,4,6;1,2,4,4,6",0,"0,2,3,4,4,6;1,2,4,4,6",0,0
萨米尔,1001651,萨米尔,0,0,1,6,1,80,1001651,,11401;11402;11403;11404;11405;11406;11407,"2,3,4,6;1,2,4,4,6",0,"2,3,4,6;1,2,4,4,6",0,0
萨米尔,1001652,萨米尔,0,0,1,6,1,80,1001652,,11401;11402;11403;11404;11405;11406;11407,"0,2,3,4,6;1,2,4,6",0,"0,2,3,4,6;1,2,4,6",0,0
,1001672,杀人蜂,0,1,1,2,1,0,1001672,1051,1002501;1002502;1002503,"0,1,0,2;1,0,1",0,"1,0,1,0,2;0,1,1;0,1,1;1,0,1,2",0,0
,1001673,黑龙战盾,0,0,1,4,1,45,1001673,,5201501;5201502,"0,0,1",0,"0,0,1",0,0
,1001674,黑龙重剑,0,0,1,4,1,45,1001674,,5202001;5202002,"0,0,1,1;0,0",0,"1,0,0,1;0,0,1,1;0,0",0,0
,1001675,摩尼耶,0,2,1,4,1,50,1001675,1011,5201301;5201302;5201303,"1,1,2;0,0,1",0,"0,1,2;0,1,2,2;0,0,1;0,0,1",0,0
,1001676,深海巨鳍,0,0,1,6,1,45,1001676,,5201801;5201802;5201803,"0,2;2,0,1,0",0,"0,2;2,1,1,1,0;0,0,1",0,0
,1001677,重卫机甲·特一型,0,1,1,4,1,48,1001677,1610,5202301;5202302;5202303,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1001678,重卫机甲·特二型,0,1,1,4,1,48,1001678,1606,5202401;5202402;5202403,"1,0;0,1,0,2",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1001679,亚玻伦,0,2,1,6,2,50,1001679,1021,5202201;5202202;5202203;5202204,"0,1,2,3;1,0,2",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1001680,亚兹莫,0,2,2,6,1,50,1001680,1618,900401;900402;900403;900404,"0,1,3;1,0,1,2",0,"0,2,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1001682,金色魅影,202,0,1,5,1,0,1001682,,1000501;1000502;1000503,"0,2,1;1,0,1",0,"0,1,0;0,1,2;1,0,1,0,1;1,0,1;2,0,1;1,0,1",0,0
,1001683,猩红祭司,201,0,1,1,2,1,1001683,,500401;500402;500403,"0,1,2;0,1,0,1",0,"0,1,2;0,1,0,1;0,1,0,2;0,1;0,1,0,1",0,0
,1001684,邪腐法师,204,0,1,3,2,0,1001684,,1001301;1001302;1001303,"0,1,2;1,0,1",0,"2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1001685,荆棘女巫,201,0,1,6,2,0,1001685,1031,1005401;1005402;1005403,"0,1,2;0,1,2",0,"1,0,1;1,0,1;0,1,2",0,0
,1001686,阴戾法师,201,0,1,6,1,0,1001686,1141,5201001;5201002;5201003,"0,1,0;0,1,2",0,"0,1,2;0,0,1",0,0
,1001687,迷魅女巫,301,2,1,6,2,1,1001687,,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3;0,1;3,3",0,0
,1001688,诡奇石魔,301,2,1,6,2,1,1001688,,900201;900202;900203;900204,"0,1,2,3;1,0,2,1",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1001689,狞恶将领,301,2,1,6,1,0,1001689,,1003601;1003602;1003603;1003604,"1,0,1,2;0,1,3",0,"0,1,2;1,0,3;1,0,2;1,1,3;1,0,2",0,0
,1001701,双枪毒蝎,0,0,1,2,2,56,1001701,1641,1001001;1001002,"1,0,1",0,"1,0,1;1,0,1,1;1,0,1",0,0
,1001702,厄运死侍,0,0,1,5,1,56,1001702,1640,1005301;1005302;1005303,"0,0,1;0,0,2",0,"1,1,2;0,0,1;0,0,1",0,0
,1001703,毒刃蜂后,0,0,1,2,1,56,1001703,1616,1004201;1004202;1004203,"0,1,0,2;1,0,1",0,"1,0,1,0,2;0,1,1;0,1,1;1,0,1,2",0,0
,1001704,鹿角兽祭司,0,0,1,1,2,56,1001704,1617,500401;500402;500403,"0,1,2;0,1,0,1",0,"0,1,2;0,1,0,1;0,1,0,2;0,1;0,1,0,1",0,0
,1001705,荒域领主默克,0,0,1,5,1,58,1001705,,1005201;1005202;1005203,"0,1,2",0,"0,1,0;0,1,0,2;0,1,0;2,1,0;0,1,0",0,0
,1001706,疯魔科学家,0,1,1,4,1,57,1001706,1611,5202301;5202302;5202303,"0,1,0,2;1,0,1",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1001707,岩龙巨兽,0,0,1,5,1,57,1001707,1041,1005201;1005202;1005203,"0,1,2",0,"0,1,0;0,1,0,2;0,1,0;2,1,0;0,1,0",0,0
,1001708,重拳怒熊,0,1,1,1,1,57,1001708,1623,1001501;1001502;1001503,"0,2,1;0,1,0;2,1",0,"0,1,2;1,0,1;1,0,1",0,0
,1001709,深海漫步者,0,1,1,6,1,57,1001709,1610,5201801;5201802;5201803,"0,2;2,0,1,0",0,"0,2;2,1,1,1,0;0,0,1",0,0
,1001710,蛛魔领主卡西,0,2,2,6,1,59,1001710,,900301;900302;900303;900304,"0,1,3;1,0,1,2",0,"0,2,1,3;0,1,2;0,1,1;1,2,3;1,0,2,1",0,0
,1001711,苍穹孤鹰,0,1,1,1,1,58,1001711,1637,5201201;5201202;5201203,"0,1,0,2;1,0,1",0,"1,0,1,0,2;0,1,1;0,1,1;1,0,1,2",0,0
,1001712,炼渊暗法师,0,0,1,1,2,58,1001712,1606,500401;500402;500403,"0,1,2;0,1,0,1",0,"0,1,2;0,1,0,1;0,1,0,2;0,1;0,1,0,1",0,0
,1001713,深渊腐灼者,0,1,1,3,2,58,1001713,1604,1001301;1001302;1001303,"0,1,2;1,0,1",0,"2,1,0;0,1,1;0,1,1;1,0,1,2",0,0
,1001714,夺魂魔导师,0,1,1,4,1,58,1001714,1620,5202401;5202402;5202403,"1,0;0,1,0,2",0,"0,1,0,2;0,1,0;0,1,2;0,1,0",0,0
,1001715,蚀骨领主安波儿,0,0,1,6,2,60,1001715,,1005701;1005702;1005703;1005704,"2,3;0,1,2",0,"0,1,2;0,1;2,3;0,1;3,3",0,0
,1001716,夜牙长锋,0,0,1,1,1,59,1001716,1623,1002301;1002302;1002303,"0,1,0;0,1,2",0,"0,1,0;0,1;0,1,2",0,0
,1001717,幽魂毒牙,0,0,1,5,1,59,1001717,1636,5201401;5201402;5201403,"0,0,1;0,0,2",0,"1,1,2;0,0,1;0,0,1",0,0
,1001718,蓝凯骨魔,0,1,1,6,1,59,1001718,1620,5201801;5201802;5201803,"0,2;2,0,1,0",0,"0,2;2,1,1,1,0;0,0,1",0,0
,1001719,钢岩巨人,0,1,1,5,1,59,1001719,1626,1001401;1001402;1001403,"0,1,2",0,"0,1,0;0,1,0,2;0,1,0;2,1,0;0,1,0",0,0
,1001720,魔息领主洛福斯,0,2,1,6,1,61,1001720,,5201001;5201002;5201003,"0,1,0;0,1,2",0,"0,1,2;0,0,1",0,0
,1001721,鹿角伯爵,0,1,1,1,1,60,1001721,1639,1002401;1002402;1002403,"0,1,0;0,1,0,2",0,"0,1,0;0,1;0,1,1,2;0,1,0;0,1,2",0,0
,1001722,怒啸半兽人,0,1,1,6,2,60,1001722,1610,1003301;1003302;1003303,"0,1,2;0,0,1",0,"0,0,2;0,0,1;0,1",0,0
,1001723,血铸统帅,0,0,1,4,1,60,1001723,1620,1005001;1005002;1005003,"1,1,2;1,0,1,2;1,0,1,0",0,"0,2;1,0,1,0;0,1,2,2",0,0
,1001724,永冻冰熊,0,0,1,1,1,60,1001724,1605,1004901;1004902;1004903,"0,1,1;0,1,2;2,1",0,"0,0,1;0,1,1;0,1,2",0,0
